group	median_host_per_mb	median_free_per_mb	p_raw	r_rb	p_bh
RelBE_new	0.4453766021846903	0.0	5.750887416930925e-73	-0.4390041998410872	2.8754437084654623e-72
RelBE_old	0.6812708653225859	0.0	3.3791991996245504e-60	-0.4077072759409104	8.447997999061376e-60
RelE_solo	0.0	0.0	0.785961823548366	0.005889506883523299	0.785961823548366
YoeB-YefM_new	0.8311080113772334	0.647824056168937	0.00015855218527798	-0.09583583323874234	0.000198190231597475
YoeB-YefM_old	0.8311080113772334	0.647824056168937	0.00015855218527798	-0.09583583323874234	0.000198190231597475
