metric,n_host,n_free,median_host,median_free,diff_median,U,p_value,rank_biserial
cog_fraction,1705,824,0.5654354765161879,0.5785842445726178,-0.01314876805642995,657416.0,0.008865472023433067,0.06412322409816928
