cpd_id	atom	marvin_pka	molgpka_pka	abs_diff	type	functional_group	diff	change_category	est_dg_shift_kj
cpd00010	23	5.94	1.7931498289108276	4.146850171089173	A	phosphate	-4.146850171089173	Large (2.0-5.0)	23.670252728604265
cpd00010	48	10.07	9.22148609161377	0.8485139083862308	A	thiol_or_thioether	-0.8485139083862308	Moderate (0.5-2.0)	4.843323926980133
cpd00010	8	-7.46	3.72963285446167	11.18963285446167	B	aromatic_n	11.18963285446167	Very large (>5.0)	63.87051055086354
cpd00010	9	-1.06	3.5572104454040527	4.617210445404053	B	aromatic_n	4.617210445404053	Large (2.0-5.0)	26.355072798581528
cpd00010	17	4.89	4.176076889038086	0.7139231109619137	B	aromatic_n	-0.7139231109619137	Moderate (0.5-2.0)	4.075078618242293
cpd00012	3	8.17	1.29967200756073	6.87032799243927	A	phosphate	-6.87032799243927	Very large (>5.0)	39.215885117626286
cpd00012	4	1.7	1.2996721267700195	0.4003278732299804	A	phosphate	-0.4003278732299804	Small (<0.5)	2.2850745849757685
cpd00012	7	3.06	1.29967200756073	1.76032799243927	A	phosphate	-1.76032799243927	Moderate (0.5-2.0)	10.047965744402608
cpd00012	8	6.98	1.2996721267700195	5.680327873229981	A	phosphate	-5.680327873229981	Very large (>5.0)	32.42335526807186
cpd00014	23	1.77	1.129267692565918	0.640732307434082	A	phosphate	-0.640732307434082	Moderate (0.5-2.0)	3.65730494776064
cpd00014	24	7.42	1.129267692565918	6.290732307434082	A	phosphate	-6.290732307434082	Very large (>5.0)	35.907548481755505
cpd00014	14	14.07	10.92160701751709	3.1483929824829104	A	alcohol_or_phenol	-3.1483929824829104	Large (2.0-5.0)	17.97105140279545
cpd00014	9	12.62	11.199136734008787	1.4208632659912102	A	alcohol_or_phenol	-1.420863265991212	Moderate (0.5-2.0)	8.11029847021661
cpd00014	10	9.7	8.142663955688477	1.5573360443115227	A	aromatic_n	-1.5573360443115227	Moderate (0.5-2.0)	8.889286140409704
cpd00015	42	13.98	10.588456153869627	3.3915438461303715	A	alcohol_or_phenol	-3.3915438461303733	Large (2.0-5.0)	19.358958406004618
cpd00015	43	12.46	10.601566314697266	1.8584336853027352	A	alcohol_or_phenol	-1.8584336853027352	Moderate (0.5-2.0)	10.607953795184564
cpd00015	1	6.01	8.504582405090332	2.494582405090332	A	aromatic_n	2.4945824050903322	Large (2.0-5.0)	14.239095589341918
cpd00015	44	4.89	4.73748254776001	0.1525174522399899	B	aromatic_n	-0.15251745223998991	Small (<0.5)	0.8705707925529389
cpd00015	46	-7.46	4.054013252258301	11.514013252258302	B	aromatic_n	11.514013252258302	Very large (>5.0)	65.72207636088045
cpd00015	52	-1.05	3.954381942749024	5.004381942749023	B	aromatic_n	5.004381942749024	Very large (>5.0)	28.565050688634045
cpd00016	14	1.68	1.7262275218963623	0.0462275218963623	A	phosphate	0.04622752189636237	Small (<0.5)	0.2638670511735866
cpd00016	15	6.69	1.7262275218963623	4.963772478103638	A	phosphate	-4.963772478103638	Large (2.0-5.0)	28.333251551536907
cpd00016	10	8.0	7.164543628692627	0.835456371307373	A	alcohol_or_phenol	-0.835456371307373	Moderate (0.5-2.0)	4.768791404723968
cpd00016	7	4.11	3.016867160797119	1.0931328392028812	B	aromatic_n	-1.0931328392028812	Moderate (0.5-2.0)	6.239610668902685
cpd00017	14	12.44	11.3506498336792	1.0893501663208005	A	alcohol_or_phenol	-1.0893501663208003	Moderate (0.5-2.0)	6.218019142945775
cpd00017	18	13.95	10.689003944396973	3.260996055603026	A	alcohol_or_phenol	-3.2609960556030266	Large (2.0-5.0)	18.613790611786595
cpd00017	6	-7.46	4.793862342834473	12.253862342834474	B	aromatic_n	12.253862342834474	Very large (>5.0)	69.94514067052401
cpd00017	9	-1.05	5.179940223693848	6.229940223693848	B	aromatic_n	6.2299402236938475	Very large (>5.0)	35.56054679935524
cpd00017	15	3.94	5.765175819396973	1.8251758193969727	B	aromatic_n	1.8251758193969727	Moderate (0.5-2.0)	10.418117640338231
cpd00017	25	9.41	7.231490135192871	2.178509864807129	B	tertiary_amine	-2.178509864807129	Large (2.0-5.0)	12.434951094024806
cpd00018	21	1.23	1.8807882070541384	0.6507882070541382	A	phosphate	0.6507882070541384	Moderate (0.5-2.0)	3.714704100273953
cpd00018	22	6.27	1.880788326263428	4.389211673736572	A	phosphate	-4.389211673736572	Large (2.0-5.0)	25.05365405314295
cpd00018	18	13.98	11.064748764038086	2.9152512359619145	A	alcohol_or_phenol	-2.9152512359619145	Large (2.0-5.0)	16.640276517265715
cpd00018	14	12.46	11.623759269714355	0.8362407302856454	A	alcohol_or_phenol	-0.8362407302856454	Moderate (0.5-2.0)	4.773268531815536
cpd00018	16	18.54	11.887861251831056	6.6521387481689445	A	guanidine_or_amidine	-6.652138748168943	Very large (>5.0)	37.970459230154376
cpd00018	6	-7.46	3.694681644439697	11.154681644439698	B	aromatic_n	11.154681644439696	Very large (>5.0)	63.67100877475445
cpd00018	9	-1.05	3.4627318382263184	4.512731838226318	B	aromatic_n	4.512731838226318	Large (2.0-5.0)	25.758708103789573
cpd00018	15	3.92	4.064768314361572	0.1447683143615723	B	aromatic_n	0.14476831436157234	Small (<0.5)	0.8263386538348024
cpd00018	16	-6.38	5.489114284515381	11.86911428451538	B	guanidine_or_amidine	11.86911428451538	Very large (>5.0)	67.74899578910411
cpd00019	8	14.01	10.355366706848145	3.6546332931518553	A	alcohol_or_phenol	-3.6546332931518553	Large (2.0-5.0)	20.860674996742123
