rxn_id	old_dg	new_dg	diff	abs_diff	old_model_only	new_model_only	old_pH_correction	new_pH_correction	pH_correction_diff
rxn00121	-41.60314700355343	-40.94425943675333	0.6588875668001037	0.6588875668001037	43.45372490778095	43.45372490778095	-85.05687191133438	-84.39798434453428	0.6588875668001037
rxn00122	7.894191937841601	4.776772190232709	-3.117419747608892	3.117419747608892	5.107061063626265	5.107061063626265	2.787130874215336	-0.33028887339355606	-3.117419747608892
rxn00123	15.162071939900557	14.169937029167897	-0.9921349107326591	0.9921349107326591	14.848626825599979	14.848626825599979	0.31344511430057764	-0.6786897964320815	-0.9921349107326591
rxn00124	-40.621481629778486	-40.3449803293733	0.2765013004051866	0.2765013004051866	-1.0881760247146417	-1.0881760247146417	-39.533305605063845	-39.25680430465866	0.2765013004051866
rxn00125	36.49137183563269	37.262538425436475	0.7711665898037836	0.7711665898037836	76.42578135591904	76.42578135591904	-39.93440952028635	-39.16324293048257	0.7711665898037836
rxn00126	-53.44004508326441	-56.302910020730565	-2.8628649374661563	2.8628649374661563	-10.70867216722229	-10.70867216722229	-42.73137291604212	-45.594237853508275	-2.8628649374661563
rxn00127	-27.977063434940874	-26.616140505115368	1.360922929825506	1.360922929825506	-66.25603024461202	-66.25603024461202	38.27896680967115	39.63988973949665	1.360922929825506
rxn00128	-61.302350578929776	-59.96920813972852	1.3331424392012536	1.3331424392012536	-21.296277368943066	-21.296277368943066	-40.00607320998671	-38.672930770785456	1.3331424392012536
rxn00129	52.12393293117057	53.4419150487353	1.3179821175647248	1.3179821175647248	52.56103874699292	52.56103874699292	-0.4371058158223491	0.8808763017423757	1.3179821175647248
rxn00130	-24.05670464846662	-24.27865219898365	-0.2219475505170294	0.2219475505170294	-63.84602221434744	-63.84602221434744	39.78931756588082	39.56737001536379	-0.2219475505170294
rxn00131	-10.679589104481039	-10.765616574661493	-0.0860274701804542	0.0860274701804542	-10.684361413831539	-10.684361413831539	0.0047723093504998815	-0.08125516082995432	-0.0860274701804542
rxn00132	-10.959194268708188	-10.58666750896316	0.37252675974502836	0.37252675974502836	-10.580828078505533	-10.580828078505533	-0.37836619020265516	-0.005839430457626804	0.37252675974502836
rxn00133	-4.98022158325648	-0.4094096977141817	4.570811885542298	4.570811885542298	37.908316145249955	37.908316145249955	-42.888537728506435	-38.31772584296414	4.570811885542298
rxn00134	-14.500215421169742	-15.588375791242242	-1.0881603700725009	1.0881603700725009	24.34127887939087	24.34127887939087	-38.84149430056061	-39.92965467063311	-1.0881603700725009
rxn00135	-542.1598966901623	-538.8748200178865	3.2850766722758635	3.2850766722758635	-498.9369437304754	-498.9369437304754	-43.22295295968695	-39.937876287411086	3.2850766722758635
rxn00136	-5.314636910330705	-2.029549983347465	3.28508692698324	3.28508692698324	37.908316145249955	37.908316145249955	-43.22295305558066	-39.93786612859742	3.28508692698324
rxn00137	-27.767435243677227	-27.11647576959544	0.6509594740817874	0.6509594740817874	-33.593117906831054	-33.593117906831054	5.825682663153827	6.476642137235615	0.6509594740817874
rxn00138	8.722827384636105	6.324547674094049	-2.398279710542056	2.398279710542056	87.78202727861793	87.78202727861793	-79.05919989398183	-81.45747960452388	-2.398279710542056
rxn00139	32.381606594722854	36.175886924809134	3.7942803300862806	3.7942803300862806	-2.0579181476088593	-2.0579181476088593	34.43952474233171	38.233805072417994	3.7942803300862806
rxn00140	-41.63987654547623	-41.46870804425737	0.17116850121885818	0.17116850121885818	1.7027702069384532	1.7027702069384532	-43.34264675241468	-43.17147825119582	0.17116850121885818
rxn00141	34.63861496658703	34.78241044002763	0.14379547344060484	0.14379547344060484	34.77815003535383	34.77815003535383	-0.13953506876680422	0.004260404673800622	0.14379547344060484
